"","year_el","state","pc_no","n_college","position","Caste_Rec","dyn","source","assembly_no","month","poll_no","delimid","candidate","sex","party","votes","candidate_type","valid_votes","electors","constituency_name","constituency_type","sub_region","n_cand","turnout_percentage","vote_share_percentage","deposit_lost","margin","margin_percentage","enop","pid","party_type_tcpd","party_id","last_poll","contested","last_party","last_party_id","last_constituency_name","same_constituency","same_party","no_terms","turncoat","incumbent","recontest","myneta_education","tcpd_prof_main","tcpd_prof_main_desc","tcpd_prof_second","tcpd_prof_second_desc","election_type"
"1527",1996,"rajasthan",22,1,1,"","0","Jay",11,4,0,3,"PARSA RAM MEGHWAL","M","INC",211727,"",461855,1258268,"JALORE","SC","",18,36.71,45.84,"no",5842,1.26,2.44,"GERJ59224","National Party",3482,TRUE,1,"",NA,"",NA,NA,1,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1528",1996,"rajasthan",23,2,2,"","0","Aashutosh",11,4,0,3,"JOGRAJ SINGH","M","BJP",265072,"",643215,1329885,"BARMER","GEN","",19,48.37,41.21,"no",257863,40.09,2.33,"GERJ32905","National Party",1605,TRUE,2,"BJP",1605,"BARMER",TRUE,TRUE,0,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1529",1996,"rajasthan",23,2,1,"","0","Jay",11,4,0,3,"SONA RAM","M","INC",329738,"GEN",643215,1329885,"BARMER","GEN","",19,48.37,51.26,"no",64666,10.05,2.33,"GERJ59240","National Party",3482,TRUE,1,"",NA,"",NA,NA,1,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1530",1996,"rajasthan",24,2,1,"OBC","0","TALHA",11,4,0,3,"ASHOK GAHLOT","M","INC",296543,"",593043,1391408,"JODHPUR","GEN","",40,42.62,50,"no",54367,9.17,2.38,"GERJ27768","National Party",3482,TRUE,5,"INC",3482,"JODHPUR",TRUE,TRUE,4,FALSE,TRUE,TRUE,"","","","","","Lok Sabha Election (GE)"
"1531",1996,"rajasthan",24,2,2,"UC","0","Not Known",11,4,0,3,"JASWANT SINGH","M","BJP",242176,"",593043,1391408,"JODHPUR","GEN","",40,42.62,40.84,"no",232908,39.27,2.38,"GERJ59260","National Party",1605,TRUE,1,"",NA,"",NA,NA,0,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1532",1996,"rajasthan",25,2,2,"","0","Jay",11,4,0,3,"HARISHCHAND KUMAWAT","M","BJP",128560,"",560289,1169910,"NAGAUR","GEN","",14,47.89,22.95,"no",33649,6.01,2.94,"GERJ59288","National Party",1605,FALSE,1,"",NA,"",NA,NA,0,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1533",1996,"rajasthan",25,2,3,"","0","Jay",11,4,0,3,"LOKENDRA SINGH KALVI","M","SAP",94911,"",560289,1169910,"NAGAUR","GEN","",14,47.89,16.94,"no",78460,14,2.94,"GERJ68673","National Party",7575,FALSE,1,"",NA,"",NA,NA,0,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1534",1996,"rajasthan",25,2,1,"","0","Aashutosh",11,4,0,3,"NATHURAM MIRDHA","M","INC",287594,"",560289,1169910,"NAGAUR","GEN","",14,47.89,51.33,"no",159034,28.38,2.94,"GERJ21361","National Party",3482,FALSE,7,"INC",3482,"NAGAUR",TRUE,TRUE,6,FALSE,TRUE,TRUE,"","","","","","Lok Sabha Election (GE)"
"1535",1996,"sikkim",1,1,1,"","0","TALHA",11,4,0,3,"BHIM PRASAD DAHAL","M","SDF",124218,"",172174,229160,"SIKKIM","GEN","",7,75.13,72.15,"no",82043,47.65,1.72,"GESK59305","State-based Party",7925,TRUE,1,"",NA,"",NA,NA,1,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1536",1996,"sikkim",1,1,2,"","1","TALHA",11,4,0,3,"NAR BAHADUR BHANDARI","M","SSP",42175,"",172174,229160,"SIKKIM","GEN","",7,75.13,24.5,"no",37912,22.02,1.72,"AESK83554","State-based Party",7945,TRUE,2,"IND",10809,"SIKKIM",TRUE,FALSE,1,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1537",1996,"tripura",1,1,2,"","","",11,4,0,3,"ASHOK KUMAR BHATTACHARYYA","M","INC",265646,"",683324,859648,"TRIPURA WEST","GEN","",11,79.49,38.88,"no",232232,33.99,2.44,"AETR5195194","National Party",3482,TRUE,2,"INC(I)",3482,"TRIPURA WEST",TRUE,TRUE,0,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1538",1996,"tripura",1,1,1,"","0","TALHA",11,4,0,3,"BADAL CHOUDHURY","M","CPM",346457,"",683324,859648,"TRIPURA WEST","GEN","",11,79.49,50.7,"no",80811,11.83,2.44,"AETR675","National Party",14635,TRUE,1,"",NA,"",NA,NA,1,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1539",1998,"assam",2,2,1,"UC","0","dhrubha",12,3,0,3,"KABINDRA PURKAYASTHA","M","BJP",230747,"GEN",622823,826607,"SILCHAR","GEN","",8,75.35,37.05,"no",19940,3.2,3.03,"AEAS195471","National Party",1605,TRUE,3,"BJP",1605,"SILCHAR",TRUE,TRUE,2,FALSE,FALSE,TRUE,"","","","","","Lok Sabha Election (GE)"
"1540",1998,"assam",2,2,3,"","0","A. Gogoi",12,3,0,3,"NOORUL HUDA","M","CPM",172999,"GEN",622823,826607,"SILCHAR","GEN","",8,75.35,27.78,"no",170386,27.36,3.03,"GEAS23854","National Party",14635,TRUE,5,"CPM",14635,"SILCHAR",TRUE,TRUE,0,FALSE,FALSE,TRUE,"","","","","","Lok Sabha Election (GE)"
"1541",1998,"assam",2,2,2,"UC","1","TALHA",12,3,0,3,"SANTOSH MOHAN DEV","M","INC",210807,"GEN",622823,826607,"SILCHAR","GEN","",8,75.35,33.85,"no",37808,6.07,3.03,"GEAS26066","National Party",3482,TRUE,6,"INC",3482,"SILCHAR",TRUE,TRUE,5,FALSE,TRUE,TRUE,"","","","","","Lok Sabha Election (GE)"
"1542",1998,"assam",3,1,2,"ST CHRISTIAN","1","Not Known",12,3,0,3,"BIREN SINGH ENGTI","M","INC",79377,"ST",391326,535347,"AUTONOMOUS DISTRICT","ST","",5,73.1,20.28,"no",8282,2.12,3.33,"GEAP84290","National Party",3482,TRUE,4,"INC",3482,"AUTONOMOUS DISTRICT",TRUE,TRUE,2,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1543",1998,"assam",3,1,1,"","0","Dhrubha",12,3,0,3,"DR. JAYANTA RONGPI","F","ASDC",184241,"ST",391326,535347,"AUTONOMOUS DISTRICT","ST","",5,73.1,47.08,"no",104864,26.8,3.33,"GEAS42761","Local Party",994,TRUE,3,"ASDC",994,"AUTONOMOUS DISTRICT",TRUE,TRUE,3,FALSE,TRUE,TRUE,"","","","","","Lok Sabha Election (GE)"
"1544",1998,"assam",3,1,3,"ST CHRISTIAN","0","Dhrubha",12,3,0,3,"ELWIN TERON","M","IND",71095,"ST",391326,535347,"AUTONOMOUS DISTRICT","ST","",5,73.1,18.17,"no",24118,6.16,3.33,"GEAS51830","Independents",10809,TRUE,2,"INC",3482,"AUTONOMOUS DISTRICT",TRUE,FALSE,0,FALSE,FALSE,TRUE,"","","","","","Lok Sabha Election (GE)"
"1545",1998,"assam",3,1,4,"","0","Debraj",12,3,0,3,"PABITRA KR KEMPRAI","M","BJP",46977,"",391326,535347,"AUTONOMOUS DISTRICT","ST","",5,73.1,12,"yes",37341,9.54,3.33,"GEAS64887","National Party",1605,TRUE,1,"",NA,"",NA,NA,0,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1546",1998,"assam",4,1,1,"MUSLIM","0","TALHA",12,3,0,3,"ABDUL HAMID","M","INC",374625,"",748642,1049657,"DHUBRI","GEN","",7,71.32,50.04,"no",193638,25.87,3.03,"GEAS35646","National Party",3482,TRUE,3,"UMF",13028,"DHUBRI",TRUE,FALSE,2,TRUE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1547",1998,"assam",4,1,5,"","0","Debraj",12,3,0,3,"DEWAN JOYNAL ABEDIN","M","IND",44167,"GEN",748642,1049657,"DHUBRI","GEN","",7,71.32,5.9,"yes",40756,5.44,3.03,"AEAS189102","Independents",10809,TRUE,2,"SUC",8082,"DHUBRI",TRUE,FALSE,0,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1548",1998,"assam",4,1,2,"","0","Debraj",12,3,0,3,"DR. PANNALAL OSWAL","M","BJP",180987,"",748642,1049657,"DHUBRI","GEN","",7,71.32,24.18,"no",101708,13.59,3.03,"AEAS193957","National Party",1605,TRUE,2,"BJP",1605,"DHUBRI",TRUE,TRUE,0,FALSE,FALSE,TRUE,"","","","","","Lok Sabha Election (GE)"
"1549",1998,"assam",4,1,3,"","0","Debraj",12,3,0,3,"GIASUDDIN AHMED","M","CPI",79279,"",748642,1049657,"DHUBRI","GEN","",7,71.32,10.59,"yes",14474,1.93,3.03,"GEAS23858","State-based Party",2444,TRUE,2,"IND",10809,"DHUBRI",TRUE,FALSE,0,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1550",1998,"assam",4,1,4,"","0","Debraj",12,3,0,3,"MAHMOOD MADANI","M","SP",64805,"",748642,1049657,"DHUBRI","GEN","",7,71.32,8.66,"yes",20638,2.76,3.03,"GEAS64890","State-based Party (Other State)",7425,TRUE,1,"",NA,"",NA,NA,0,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1551",1998,"assam",7,1,1,"OBC","0","Dhrubha",12,3,0,3,"BHUBANESWAR KALITA","M","INC",285482,"GEN",575939,1352453,"GAUHATI","GEN","",7,42.58,49.57,"no",128173,22.25,2.7,"GEAS51498","National Party",3482,TRUE,2,"INC",3482,"GAUHATI",TRUE,TRUE,1,FALSE,FALSE,TRUE,"","","","","","Lok Sabha Election (GE)"
"1552",1998,"assam",7,1,3,"","0","Debraj",12,3,0,3,"DR. PRABIN CHANDRA SARMA","M","AGP",123453,"",575939,1352453,"GAUHATI","GEN","",7,42.58,21.44,"no",119001,20.66,2.7,"GEAS51504","State-based Party",978,TRUE,2,"AGP",978,"GAUHATI",TRUE,TRUE,1,FALSE,TRUE,TRUE,"","","","","","Lok Sabha Election (GE)"
"1553",1998,"assam",7,1,2,"","0","Adrita",12,3,0,3,"MANORANJAN GOSWAMI","M","BJP",157309,"",575939,1352453,"GAUHATI","GEN","",7,42.58,27.31,"no",33856,5.88,2.7,"GEAS64664","National Party",1605,TRUE,1,"",NA,"",NA,NA,0,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1554",1998,"assam",13,2,2,"","0","TALHA",12,3,0,3,"Ajit Chaliha","M","BJP",93073,"",363655,945206,"DIBRUGARH","GEN","",5,38.47,25.59,"no",63088,17.35,2.04,"GEAS64718","National Party",1605,TRUE,1,"",NA,"",NA,NA,0,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1555",1998,"assam",13,2,3,"","0","Debraj",12,3,0,3,"Onkarmal Agarwal","M","AGP",29985,"",363655,945206,"DIBRUGARH","GEN","",5,38.47,8.25,"yes",26678,7.34,2.04,"GEAS5195783","State-based Party",978,TRUE,2,"AGP",978,"DHUBRI",FALSE,TRUE,0,FALSE,FALSE,TRUE,"","","","","","Lok Sabha Election (GE)"
"1556",1998,"assam",13,2,1,"OBC","1","Adrita",12,3,0,3,"Paban Singh Ghatowar","M","INC",234195,"GEN",363655,945206,"DIBRUGARH","GEN","",5,38.47,64.4,"no",141122,38.81,2.04,"GEAS42894","National Party",3482,TRUE,3,"INC",3482,"DIBRUGARH",TRUE,TRUE,3,FALSE,TRUE,TRUE,"","","","","","Lok Sabha Election (GE)"
"1557",1998,"bihar",10,1,1,"OBC","0","Not Known",12,3,0,3,"CAPTAIN JAI NA. PD. NISHAD","M","RJD",319996,"GEN",744962,1061584,"MUZAFFARPUR","GEN","",16,70.17,42.95,"no",21923,2.94,2.86,"GEBR34878","State-based Party",12103,TRUE,3,"JD",4217,"MUZAFFARPUR",TRUE,FALSE,2,TRUE,TRUE,TRUE,"","","","","","Lok Sabha Election (GE)"
"1558",1998,"bihar",10,1,2,"","0","Arun",12,3,0,3,"HARENDRA KUMAR","M","SAP",298073,"",744962,1061584,"MUZAFFARPUR","GEN","",16,70.17,40.01,"no",216823,29.11,2.86,"GEBR51754","National Party",7575,TRUE,2,"SAP",7575,"MUZAFFARPUR",TRUE,TRUE,0,FALSE,FALSE,TRUE,"","","","","","Lok Sabha Election (GE)"
"1559",1998,"bihar",10,1,3,"OBC","1","TALHA",12,3,0,3,"MAHENDRA SAHANI","M","JD",81250,"",744962,1061584,"MUZAFFARPUR","GEN","",16,70.17,10.91,"yes",54968,7.38,2.86,"GEBR64689","National Party",4217,TRUE,1,"",NA,"",NA,NA,0,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1560",1998,"bihar",11,1,3,"","0","",12,3,0,3,"AWANISH KUMAR SINGH","M","BJP",225187,"",763903,1124360,"SITAMARHI","GEN","",7,67.94,29.48,"no",222411,29.12,3.03,"GEBR65053","National Party",1605,TRUE,1,"",NA,"",NA,NA,0,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1561",1998,"bihar",11,1,2,"UC","0","TALHA",12,3,0,3,"NAWAL KISHORE RAI","M","JD",254389,"GEN",763903,1124360,"SITAMARHI","GEN","",7,67.94,33.3,"no",29202,3.82,3.03,"GEBR43136","National Party",4217,TRUE,3,"JD",4217,"SITAMARHI",TRUE,TRUE,2,FALSE,TRUE,TRUE,"","","","","","Lok Sabha Election (GE)"
"1562",1998,"bihar",11,1,1,"OBC","0","Arun",12,3,0,3,"SITA RAM YADAV","M","RJD",277898,"GEN",763903,1124360,"SITAMARHI","GEN","",7,67.94,36.38,"no",23509,3.08,3.03,"GEBR65057","State-based Party",12103,TRUE,1,"",NA,"",NA,NA,1,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1563",1998,"bihar",32,2,1,"","0","ARUN",12,3,0,3,"BIJOY KUMAR \BIJOY\","M","RJD",350583,"",775782,1147447,"MONGHYR","GEN","",10,67.61,45.19,"no",4065,0.52,2.5,"GEBR65592","State-based Party",12103,TRUE,1,"",NA,"",NA,NA,1,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1564",1998,"bihar",32,2,2,"","0","ARUN",12,3,0,3,"BRAHAMANAND MANDAL","M","SAP",346518,"GEN",775782,1147447,"MONGHYR","GEN","",10,67.61,44.67,"no",304103,39.2,2.5,"GEBR36590","National Party",7575,TRUE,4,"SAP",7575,"MONGHYR",TRUE,TRUE,2,FALSE,TRUE,TRUE,"","","","","","Lok Sabha Election (GE)"
"1565",1998,"bihar",32,2,3,"","0","",12,3,0,3,"RAMDEO SINGH YADAV","M","JD",42415,"GEN",775782,1147447,"MONGHYR","GEN","",10,67.61,5.47,"yes",18812,2.42,2.5,"GEBR35150","National Party",4217,TRUE,2,"LKD",4996,"MONGHYR",TRUE,FALSE,0,TRUE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1566",1998,"bihar",35,1,1,"","1","Arun",12,3,0,3,"C.P.THAKUR","M","BJP",331860,"GEN",643803,1464430,"PATNA","GEN","",18,43.96,51.55,"no",52606,8.17,2.17,"GEBR34813","National Party",1605,TRUE,3,"INC",3482,"PATNA",TRUE,FALSE,2,TRUE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1567",1998,"bihar",35,1,2,"OBC","0","Arun",12,3,0,3,"RAM KRIPAL YADAV","M","RJD",279254,"GEN",643803,1464430,"PATNA","GEN","",18,43.96,43.38,"no",264712,41.12,2.17,"GEBR81902","State-based Party",12103,TRUE,3,"JD",4217,"PATNA",TRUE,FALSE,2,TRUE,TRUE,TRUE,"","","","","","Lok Sabha Election (GE)"
"1568",1998,"delhi",1,2,1,"","0","TALHA",12,3,0,3,"JAGMOHAN","M","BJP",139905,"GEN",257355,517319,"NEW DELHI","GEN","",18,49.75,54.36,"no",32647,12.69,2.13,"GEDL56309","National Party",1605,TRUE,2,"BJP",1605,"NEW DELHI",TRUE,TRUE,2,FALSE,TRUE,TRUE,"","","","","","Lok Sabha Election (GE)"
"1569",1998,"delhi",1,2,2,"","0","TALHA",12,3,0,3,"R.K. DHAWAN","M","INC",107258,"",257355,517319,"NEW DELHI","GEN","",18,49.75,41.68,"no",103198,40.1,2.13,"GEDL65827","National Party",3482,TRUE,1,"",NA,"",NA,NA,0,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1570",1998,"delhi",3,2,2,"UC","0","TALHA",12,3,0,3,"DEEP CHAND SHARMA","M","INC",616820,"",1421128,2926563,"OUTER DELHI","GEN","",21,48.56,43.4,"no",575812,40.52,2.27,"GEDL53266","National Party",3482,TRUE,2,"INC",3482,"EAST DELHI",FALSE,TRUE,0,FALSE,FALSE,TRUE,"","","","","","Lok Sabha Election (GE)"
"1571",1998,"delhi",3,2,1,"UC","0","TALHA",12,3,0,3,"KRISHAN LAL SHARMA","M","BJP",715170,"",1421128,2926563,"OUTER DELHI","GEN","",21,48.56,50.32,"no",98350,6.92,2.27,"GECH73801","National Party",1605,TRUE,2,"BJP",1605,"OUTER DELHI",TRUE,TRUE,2,FALSE,TRUE,TRUE,"","","","","","Lok Sabha Election (GE)"
"1572",1998,"delhi",7,1,1,"SC","1","Patrick French",12,3,0,3,"MEIRA KUMAR","F","INC",145887,"SC",299030,553436,"KAROL BAGH","SC","",16,54.03,48.79,"no",4826,1.61,2.17,"GEBR36696","National Party",3482,TRUE,5,"INC",3482,"KAROL BAGH",TRUE,TRUE,3,FALSE,TRUE,TRUE,"","","","","","Lok Sabha Election (GE)"
"1573",1998,"delhi",7,1,2,"","0","TALHA",12,3,0,3,"SURENDER PAL RATAWAL","M","BJP",141061,"",299030,553436,"KAROL BAGH","SC","",16,54.03,47.17,"no",135240,45.23,2.17,"GEDL33832","National Party",1605,TRUE,2,"BJP",1605,"KAROL BAGH",TRUE,TRUE,0,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1574",1998,"goa",1,1,4,"","0","Joel",12,3,0,3,"GAONKAR BABUSO SAVLO","M","UGDP",43719,"",241288,395407,"PANAJI","GEN","",4,61.02,18.12,"no",0,0,3.85,"AENA37517","Local Party",8392,TRUE,1,"",NA,"",NA,NA,0,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1575",1998,"goa",1,1,3,"","0","Evita",12,3,0,3,"KHALAP RAMAKANT DATTARAM","M","MAG",61538,"",241288,395407,"PANAJI","GEN","",4,61.02,25.5,"no",17819,7.38,3.85,"AEGA83584","Local Party",5270,TRUE,2,"MAG",5270,"PANAJI",TRUE,TRUE,1,FALSE,TRUE,TRUE,"","","","","","Lok Sabha Election (GE)"
"1576",1998,"goa",1,1,2,"","0","Evita",12,3,0,3,"RAUT PANDURANG DATTARAM","M","BJP",67807,"GEN",241288,395407,"PANAJI","GEN","",4,61.02,28.1,"no",6269,2.6,3.85,"GEGA2564","National Party",1605,TRUE,1,"",NA,"",NA,NA,0,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1577",1998,"goa",1,1,1,"","0","Evita",12,3,0,3,"RAVI SITARAM NAIK","M","INC",68224,"",241288,395407,"PANAJI","GEN","",4,61.02,28.27,"no",417,0.17,3.85,"AEGA82273","National Party",3482,TRUE,1,"",NA,"",NA,NA,1,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1578",1998,"gujarat",2,1,1,"","0","TALHA",12,3,0,3,"DAVE BHAVNABEN KARDAMKUMAR","F","BJP",268819,"",554330,951167,"SURENDRANAGAR","GEN","",5,58.28,48.49,"no",9661,1.74,2.17,"GEGJ65966","National Party",1605,TRUE,1,"",NA,"",NA,NA,1,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1579",1998,"gujarat",2,1,2,"","","",12,3,0,3,"MEHTA SANATKUMAR MAGANLAL","M","INC",259158,"",554330,951167,"SURENDRANAGAR","GEN","",5,58.28,46.75,"no",249253,44.96,2.17,"GEGJ20705","National Party",3482,TRUE,4,"INC",3482,"SURENDRANAGAR",TRUE,TRUE,1,FALSE,TRUE,TRUE,"","","","","","Lok Sabha Election (GE)"
"1580",1998,"gujarat",3,3,2,"","","",12,3,0,3,"AHIR BHIKHUBHAI VAROTARIA","M","INC",171005,"",456624,926820,"JAMNAGAR","GEN","",7,49.27,37.45,"no",138034,30.23,2.44,"GEGJ53542","National Party",3482,TRUE,2,"INC",3482,"JAMNAGAR",TRUE,TRUE,0,FALSE,FALSE,TRUE,"","","","","","Lok Sabha Election (GE)"
"1581",1998,"gujarat",3,3,3,"","","",12,3,0,3,"KARSHANBHAI SAVJIBHAI PARMAR","M","JD",32971,"",456624,926820,"JAMNAGAR","GEN","",7,49.27,7.22,"yes",25335,5.55,2.44,"GEGJ65970","National Party",4217,TRUE,1,"",NA,"",NA,NA,0,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1582",1998,"gujarat",3,3,1,"","0","TALHA",12,3,0,3,"KORADIA CHANDRESHBHAI VALJIBHAI  (CHANDRESH PATEL)","M","BJP",231124,"GEN",456624,926820,"JAMNAGAR","GEN","",7,49.27,50.62,"no",60119,13.17,2.44,"GEGJ43716","National Party",1605,TRUE,4,"BJP",1605,"JAMNAGAR",TRUE,TRUE,4,FALSE,TRUE,TRUE,"","","","","","Lok Sabha Election (GE)"
"1583",1998,"gujarat",4,5,1,"","","",12,3,0,3,"DR.KATHIRIYA VALLABHBHAI RAMJIBHAI","M","BJP",480316,"GEN",664187,1361996,"RAJKOT","GEN","",4,48.77,72.32,"no",354187,53.33,1.79,"GEGJ65979","National Party",1605,TRUE,2,"BJP",1605,"RAJKOT",TRUE,TRUE,2,FALSE,TRUE,TRUE,"","","","","","Lok Sabha Election (GE)"
"1584",1998,"gujarat",4,5,2,"IC","1","THE Hindu",12,3,0,3,"RADADIYA VITHALBHAI HANSRAJBHAI","M","AIRJP",126129,"GEN",664187,1361996,"RAJKOT","GEN","",4,48.77,18.99,"no",96503,14.53,1.79,"AEGJ5155","Local Party",8896,TRUE,1,"",NA,"",NA,NA,0,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1585",1998,"gujarat",6,4,1,"","0","TALHA",12,3,0,3,"CHIKHALIYA BHAVANABEN DEVRAJBHAI","F","BJP",318667,"GEN",596139,1058322,"JUNAGADH","GEN","",6,56.33,53.46,"no",90311,15.15,2.27,"GEGJ49899","National Party",1605,TRUE,3,"BJP",1605,"JUNAGADH",TRUE,TRUE,3,FALSE,TRUE,TRUE,"","","","","","Lok Sabha Election (GE)"
"1586",1998,"gujarat",6,4,2,"","","",12,3,0,3,"JORA JETHALAL RANABHAI","M","INC",228356,"",596139,1058322,"JUNAGADH","GEN","",6,56.33,38.31,"no",191994,32.21,2.27,"AEGJ2106","National Party",3482,TRUE,1,"",NA,"",NA,NA,0,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1587",1998,"gujarat",6,4,3,"","","",12,3,0,3,"PANSURIYA AMRUTLAL SIDIBHAI","M","AIRJP",36362,"",596139,1058322,"JUNAGADH","GEN","",6,56.33,6.1,"yes",31552,5.29,2.27,"GEGJ65989","Local Party",8896,TRUE,1,"",NA,"",NA,NA,0,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1588",1998,"gujarat",7,1,1,"","0","TALHA",12,3,0,3,"DILEEP SANGHANI","M","BJP",264814,"GEN",489039,823988,"AMRELI","GEN","",5,59.35,54.15,"no",122173,24.98,2.5,"AEGJ14411","National Party",1605,TRUE,3,"BJP",1605,"AMRELI",TRUE,TRUE,3,FALSE,TRUE,TRUE,"","","","","","Lok Sabha Election (GE)"
"1589",1998,"gujarat",7,1,2,"","0","Khush",12,3,0,3,"KOTADIA MANUBHAI NARANBHAI","M","INC",142641,"",489039,823988,"AMRELI","GEN","",5,59.35,29.17,"no",81538,16.67,2.5,"GEGJ37277","National Party",3482,TRUE,4,"INC",3482,"SURAT",FALSE,TRUE,1,FALSE,FALSE,TRUE,"","","","","","Lok Sabha Election (GE)"
"1590",1998,"gujarat",7,1,3,"","0","Khush",12,3,0,3,"MANUBHAI MER","M","AIRJP",61103,"",489039,823988,"AMRELI","GEN","",5,59.35,12.49,"yes",50668,10.36,2.5,"GEGJ65992","Local Party",8896,TRUE,1,"",NA,"",NA,NA,0,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1591",1998,"gujarat",11,6,1,"","","",12,3,0,3,"ADVANI LALKRISHNA","M","BJP",541340,"GEN",904339,1783182,"GANDHINAGAR","GEN","",8,50.71,59.86,"no",276701,30.6,2.17,"GEDL35837","National Party",1605,TRUE,4,"BJP",1605,"GANDHINAGAR",TRUE,TRUE,3,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1592",1998,"gujarat",11,6,3,"","","",12,3,0,3,"CHAITANYA SHAMBHUMAHARAJ","M","AIRJP",90290,"",904339,1783182,"GANDHINAGAR","GEN","",8,50.71,9.98,"yes",86287,9.54,2.17,"GEGJ66017","Local Party",8896,TRUE,1,"",NA,"",NA,NA,0,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1593",1998,"gujarat",11,6,2,"","","",12,3,0,3,"P. K. DATTA","M","INC",264639,"",904339,1783182,"GANDHINAGAR","GEN","",8,50.71,29.26,"no",174349,19.28,2.17,"GEGJ66020","National Party",3482,TRUE,1,"",NA,"",NA,NA,0,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1594",1998,"gujarat",12,2,1,"","","",12,3,0,3,"DR. A.K.PATEL","M","BJP",338368,"",746776,1080869,"MEHSANA","GEN","",5,69.09,45.31,"no",125334,16.78,2.94,"GEGJ33984","National Party",1605,TRUE,5,"BJP",1605,"MEHSANA",TRUE,TRUE,5,FALSE,TRUE,TRUE,"","","","","","Lok Sabha Election (GE)"
"1595",1998,"gujarat",12,2,2,"","","",12,3,0,3,"MANSINH SURSINH THAKOR","M","INC",213034,"",746776,1080869,"MEHSANA","GEN","",5,69.09,28.53,"no",50582,6.77,2.94,"GEGJ66024","National Party",3482,TRUE,1,"",NA,"",NA,NA,0,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1596",1998,"gujarat",12,2,3,"","","",12,3,0,3,"THAKOR DOLAJI CHEHARAJI (SHRI DOLATRAMJI MAHARAJ)","M","AIRJP",162452,"",746776,1080869,"MEHSANA","GEN","",5,69.09,21.75,"no",132274,17.71,2.94,"GEGJ66025","Local Party",8896,TRUE,1,"",NA,"",NA,NA,0,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1597",1998,"gujarat",15,2,2,"","","",12,3,0,3,"KANUBHAI RAVJIBHAI PATEL","M","BJP",278886,"",699106,1094687,"SABARKANTHA","GEN","",5,63.86,39.89,"no",186476,26.67,2.86,"GEGJ66039","National Party",1605,TRUE,1,"",NA,"",NA,NA,0,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
"1598",1998,"gujarat",15,2,3,"","","",12,3,0,3,"MAHARAJA MADHUSUDANSINHJI B. PARMAR","M","AIRJP",92410,"",699106,1094687,"SABARKANTHA","GEN","",5,63.86,13.22,"yes",60635,8.67,2.86,"GEGJ66040","Local Party",8896,TRUE,1,"",NA,"",NA,NA,0,FALSE,FALSE,FALSE,"","","","","","Lok Sabha Election (GE)"
